Query,Title,Authors,Year,DOI
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Developing and optimizing a machine learning predictive model for post-thrombotic syndrome in a longitudinal cohort of patients with proximal deep venousthrombosis.,"Wu Z, Li Y, Lei J, Qiu P, Liu H, Yang X, Chen T, Lu X",2023 May,10.1016/j.jvsv.2022.12.006 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Bridging vascular physiology to vascular medicine: an integrative laboratory class.,"Heinrich T, Bahring R, Larena-Avellaneda A, Querengasser J, Solbrig O, Ehmke H, Schwoerer AP",2023 Mar 1,10.1152/advan.00170.2022 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Subtype-specific plasma signatures of platelet-related protein releasate in acute pulmonary embolism.,"Baidildinova G, Ten Cate V, Nagler M, Panova-Noeva M, Rapp S, Kock T, Prochaska JH, Heitmeier S, Gerdes C, Schwers S, Konstantinides SV, Munzel T, Espinola-Klein C, Lackner KJ, Spronk HMN, Ten Cate H, van der Meijden PEJ, Leineweber K, Wild PS, Jurk K",2022 Dec,10.1016/j.thromres.2022.10.005 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning algorithm as a prognostic tool for venous thromboembolism in allogeneic transplant patients.,"Deng RX, Zhu XL, Zhang AB, He Y, Fu HX, Wang FR, Mo XD, Wang Y, Zhao XY, Zhang YY, Han W, Chen H, Chen Y, Yan CH, Wang JZ, Han TT, Chen YH, Chang YJ, Xu LP, Huang XJ, Zhang XH",2023 Jan,10.1016/j.jtct.2022.10.007 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning-based prediction of the post-thrombotic syndrome: Model development and validation study.,"Yu T, Shen R, You G, Lv L, Kang S, Wang X, Xu J, Zhu D, Xia Z, Zheng J, Huang K",2022,990788
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Assessing retinal vein occlusion based on color fundus photographs using neural understanding network (NUN).,"Beeche C, Gezer NS, Iyer K, lmetwali O, Yu J, Zhang Y, Dhupar R, Leader JK, Pu J",2023 Jan,10.1002/mp.16012 [doi]
deep learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Etiology of Macular Edema Defined by Deep Learning in Optical Coherence Tomography Scans.,"Padilla-Pantoja FD, Sanchez YD, Quijano-Nieto BA, Perdomo OJ, Gonzalez FA",2022 Sep 1,29
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Application of machine learning to predict postoperative gastrointestinal bleed in bariatric surgery.,"Hsu JL, Chen KA, Butler LR, Bahraini A, Kapadia MR, Gomez SM, Farrell TM",2023 Jun 13,
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Application of Machine Learning to the Prediction of Cancer-Associated Venous Thromboembolism.,"Mantha S, Chatterjee S, Singh R, Cadley J, Poon C, Chatterjee A, Kelly D, Sterpi M, Soff G, Zwicker J, Soria J, Ruiz M, Munoz A, rcila M",2023 May 8,10.21203/rs.3.rs-2870367/v1 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Machine learning prediction of venous thromboembolism after surgeries of major sellar region tumors.,"Qiao N, Zhang Q, Chen L, He W, Ma Z, Ye Z, He M, Zhang Z, Zhou X, Shen M, Shou X, Cao X, Wang Y, Zhao Y",2023 Jun,10.1016/j.thromres.2023.04.007 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Massive pulmonary thrombosis caused by a popliteal venous aneurysm: A case report.,"Narui S, Okabe T, Fujioka T, Ishigaki S, sumoto S, sukai Y, Kimura T, Shimazu S, Saito J, Oyama Y, Kido T, Igawa W, Ono M, Ebara S, Yamamoto MH, Isomura N, Ochiai M",2023 Feb,10.1016/j.jccase.2022.10.007 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),A Machine Learning Framework for Assessing the Risk of Venous Thromboembolism in Patients Undergoing Hip or Knee Replacement.,"Rasouli Dezfouli E, Delen D, Zhao H, Davazdahemami B",2022 Dec,10.1007/s41666-022-00121-2 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Subtype-specific plasma signatures of platelet-related protein releasate in acute pulmonary embolism.,"Baidildinova G, Ten Cate V, Nagler M, Panova-Noeva M, Rapp S, Kock T, Prochaska JH, Heitmeier S, Gerdes C, Schwers S, Konstantinides SV, Munzel T, Espinola-Klein C, Lackner KJ, Spronk HMN, Ten Cate H, van der Meijden PEJ, Leineweber K, Wild PS, Jurk K",2022 Dec,10.1016/j.thromres.2022.10.005 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Machine learning algorithm as a prognostic tool for venous thromboembolism in allogeneic transplant patients.,"Deng RX, Zhu XL, Zhang AB, He Y, Fu HX, Wang FR, Mo XD, Wang Y, Zhao XY, Zhang YY, Han W, Chen H, Chen Y, Yan CH, Wang JZ, Han TT, Chen YH, Chang YJ, Xu LP, Huang XJ, Zhang XH",2023 Jan,10.1016/j.jtct.2022.10.007 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Why binge television viewing can be bad for you.,"Kunutsor SK, Laukkanen JA",2022 Sep,10.1080/14779072.2022.2108788 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Predictors of venous thromboembolism in COVID-19 patients: results of the COVID-19 Brazilian Registry.,"da Silveira WC, Ramos LEF, Silva RT, de Paiva BBM, Pereira PD, Schwarzbold AV, Garbini AF, Barreira BSM, de Castro BM, Ramos CM, Gomes CD, Cimini CCR, Pereira EC, Roesch EW, Kroger EMS, ranha FFMG, nschau F, Botoni FA, ranha FG, Crestani GP, Vietta GG, Bastos GAN, Costa JHSM, da Fonseca JRCS, Ruschel KB, de Oliveira LS, Pinheiro LS, Pacheco LS, Segala LB, Couto LSF, Kopittke L, Floriani MA, Silva MM, Carneiro M, Ferreira MAP, Martins MAP, de Faria MNZ, Nogueira MCA, Guimaraes Junior MH, Sampaio NDCS, de Oliveira NR, Pertile NM, ndrade PGS, ssaf PL, Valacio RA, Menezes RM, Francisco SC, Guimaraes SMM, raujo SF, Rezende SM, Pereira SA, Kurtz T, Fereguetti TO, Polanczyk CA, Pires MC, Goncalves MA, Marcolino MS",2022 Oct,10.1007/s11739-022-03002-z [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Electronic prescribing systems as tools to improve patient care: a learning health systems approach to increase guideline concordant prescribing for venousthromboembolism prevention.,"Gallier S, Topham A, Nightingale P, Garrick M, Woolhouse I, Berry MA, Pankhurst T, Sapey E, Ball S",2022 May 3,121
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Combining mathematical modeling and deep learning to make rapid and explainable predictions of the patient-specific response to anticoagulant therapy undervenous flow.,"Bouchnita A, Nony P, Llored JP, Volpert V",2022 Jul,10.1016/j.mbs.2022.108830 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Machine learning predicts cancer-associated deep vein thrombosis using clinically available variables.,"Jin S, Qin D, Liang BS, Zhang LC, Wei XX, Wang YJ, Zhuang B, Zhang T, Yang ZP, Cao YW, Jin SL, Yang P, Jiang B, Rao BQ, Shi HP, Lu Q",2022 May,10.1016/j.ijmedinf.2022.104733 [doi]
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Disease consequences of higher adiposity uncoupled from its adverse metabolic effects using Mendelian randomisation.,"Martin S, Tyrrell J, Thomas EL, Bown MJ, Wood AR, Beaumont RN, Tsoi LC, Stuart PE, Elder JT, Law P, Houlston R, Kabrhel C, Papadimitriou N, Gunter MJ, Bull CJ, Bell JA, Vincent EE, Sattar N, Dunlop MG, Tomlinson IPM, Lindstrom S, Bell JD, Frayling TM, Yaghootkar H",2022 Jan 25,e72452
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Circulating MicroRNAs for Diagnosis of Acute Pulmonary Embolism: Still a Long Way to Go.,"Sobrero M, Montecucco F, Carbone F",2022,4180215
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence Evidence-Based Current Status and Potential for Lower Limb Vascular Management.,"Butova X, Shayakhmetov S, Fedin M, Zolotukhin I, Gianesini S",2021 Dec 2,1280
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Congenital Anomalous Azygos Vein Drainage Causing Pulmonary Embolus in a 91-Year-Old Patient.,"Low KE, Premathilake P, Pullaperuma L, ngel T",2021,002978
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Prediction of central venous catheter-associated deep venous thrombosis in pediatric critical care settings.,"Li H, Lu Y, Zeng X, Fu C, Duan H, Shu Q, Zhu J",2021 Nov 27,332
deep learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Effectiveness of flipped classroom among nursing students on venous thromboembolism (VTE).,"l-Mugheed K, Bayraktar N",2021 Oct,10.4103/njcp.njcp_129_20 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Detection and quantification of pulmonary embolism with artificial intelligence: The SFR 2022 artificial intelligence data challenge.,"Belkouchi Y, Lederlin M, Ben Afia A, Fabre C, Ferretti G, De Margerie C, Berge P, Liberge R, Elbaz N, Blain M, Brillet PY, Chassagnon G, Cadour F, Caramella C, Hajjam ME, Boussouar S, Hadchiti J, Fablet X, Khalil A, Luciani A, Cotten A, Meder JF, Talbot H, Lassau N",2023 Jun 13,10.1016/j.diii.2023.05.007 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Role of artificial intelligence in oncologic emergencies: a narrative review.,"Fanni SC, Greco G, Rossi S, ghakhanyan G, Masala S, Scaglione M, Tonerini M, Neri E",2023,10.37349/etat.2023.00138 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),[The application value of deep learning image reconstruction on improving image quality and evaluating the Qanadli embolism index of dual low-dose CT pulmonaryangiography].,"Qiu SM, Zhang H, Liu ZX, Zhang L, Meng YK, Sun XN, Xie LX, Zhang YC, Wang H, Xu K",2023 May 23,10.3760/cma.j.cn112137-20230313-00392 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),mplementing pharmacist-prescriber collaboration to improve evidence-based anticoagulant use: a randomized trial.,"Smith SN, Lanham M, Seagull FJ, Dorsch M, Errickson J, Barnes GD",2023 May 15,16
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Multimodal fusion models for pulmonary embolism mortality prediction.,"Cahan N, Klang E, Marom EM, Soffer S, Barash Y, Burshtein E, Konen E, Greenspan H",2023 May 9,7544
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Automated quantification of the pulmonary vasculature in pulmonary embolism and chronic thromboembolic pulmonary hypertension.,"Zhai Z, Boon GJAM, Staring M, van Dam LF, Kroft LJM, Hernandez Giron I, Ninaber MK, Bogaard HJ, Meijboom LJ, Vonk Noordegraaf A, Huisman MV, Klok FA, Stoel BC",2023 Apr,e12223
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"he Past, Present, and Future Role of Artificial Intelligence in Ventilation/Perfusion Scintigraphy: A Systematic Review.","Jabbarpour A, Ghassel S, Lang J, Leung E, Le Gal G, Klein R, Moulton E",2023 Apr 18,10.1053/j.semnuclmed.2023.03.002 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Machine learning prediction of venous thromboembolism after surgeries of major sellar region tumors.,"Qiao N, Zhang Q, Chen L, He W, Ma Z, Ye Z, He M, Zhang Z, Zhou X, Shen M, Shou X, Cao X, Wang Y, Zhao Y",2023 Jun,10.1016/j.thromres.2023.04.007 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep Learning-Based Algorithm for Automatic Detection of Pulmonary Embolism in Chest CT Angiograms.,"Grenier PA, yobi A, Quenet S, Tassy M, Marx M, Chow DS, Weinberg BD, Chang PD, Chaibi Y",2023 Apr 3,1324
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Unusual cause of retroperitoneal hemorrhage: Acute deep vein thrombosis.,"Huh K, Ichiba T, Okazaki Y",2023 Apr,10.1016/j.jccase.2022.12.005 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based diagnosis of acute pulmonary embolism: Development of a machine learning model using 12-lead electrocardiogram.,"Valente Silva B, Marques J, Nobre Menezes M, Oliveira AL, Pinto FJ",2023 Mar 30,10.1016/j.repc.2023.03.016 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),"Prediction of in-hospital adverse clinical outcomes in patients with pulmonary thromboembolism, machine learning based models.","Jenab Y, Hosseini K, Esmaeili Z, Tofighi S, riannejad H, Sotoudeh H",2023,1087702
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Randomized Trial of Anticoagulation Strategies for Noncritically Ill Patients Hospitalized With COVID-19.,"Stone GW, Farkouh ME, Lala A, Tinuoye E, Dressler O, Moreno PR, Palacios IF, Goodman SG, Esper RB, bizaid A, Varade D, Betancur JF, Ricalde A, Payro G, Castellano JM, Hung IFN, Nadkarni GN, Giustino G, Godoy LC, Feinman J, Camaj A, Bienstock SW, Furtado RHM, Granada C, Bustamante J, Peyra C, Contreras J, Owen R, Bhatt DL, Pocock SJ, Fuster V",2023 May 9,10.1016/j.jacc.2023.02.041 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),oMT-Enabled Computer-Aided Diagnosis of Pulmonary Embolism from Computed Tomography Scans Using Deep Learning.,"Khan M, Shah PM, Khan IA, Islam SU, hmad Z, Khan F, Lee Y",2023 Jan 28,1471
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Pulmonary arteries segmentation from CT images using PA-Net with attention module and contour loss.,"Yuan C, Song S, Yang J, Sun Y, Yang B, Xu L",2023 Feb 8,
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Deep Learning Analysis of Chest Radiographs to Triage Patients with Acute Chest Pain Syndrome.,"Kolossvary M, Raghu VK, Nagurney JT, Hoffmann U, Lu MT",2023 Feb,e221926
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Automatic detection of pulmonary embolism in computed tomography pulmonary angiography using Scaled-YOLOv4.,"Xu H, Li H, Xu Q, Zhang Z, Wang P, Li D, Guo L",2023 Jan 12,
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),ntegrating machine learning predictions for perioperative risk management: Towards an empirical design of a flexible-standardized risk assessment tool.,"braham J, Bartek B, Meng A, Ryan King C, Xue B, Lu C, vidan MS",2023 Jan,10.1016/j.jbi.2022.104270 [doi]
deep learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),A deep learning approach for automated diagnosis of pulmonary embolism on computed tomographic pulmonary angiography.,"jmera P, Kharat A, Seth J, Rathi S, Pant R, Gawali M, Kulkarni V, Maramraju R, Kedia I, Botchu R, Khaladkar S",2022 Nov 11,195
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),"Novel risk prediction models for deep vein thrombosis after thoracotomy and thoracoscopic lung cancer resections, involving coagulation and immune function.","Li J, Zhang F, Lan X, Li F, Tan C, Cao W",2023,20220617
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),mplementing pharmacist-prescriber collaboration to improve evidence-based anticoagulant use: a randomized trial.,"Smith SN, Lanham M, Seagull FJ, Dorsch M, Errickson J, Barnes GD",2023 May 15,16
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Genome-wide Association Studies of Retinal Vessel Tortuosity Identify Numerous Novel Loci Revealing Genes and Pathways Associated With Ocular andCardiometabolic Diseases.,"Tomasoni M, Beyeler MJ, Vela SO, Mounier N, Porcu E, Corre T, Krefl D, Button AL, bouzeid H, Lazaros K, Bochud M, Schlingemann R, Bergin C, Bergmann S",2023 Sep,100288
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),"Novel risk prediction models, involving coagulation, thromboelastography, stress response, and immune function indicators, for deep vein thrombosis after radicalresection of cervical cancer and ovarian cancer.","Zhang J, Chen J, Yang X, Han J, Chen X, Fan Y, Zheng H",2023 Dec,10.1080/01443615.2023.2204162 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning prediction of venous thromboembolism after surgeries of major sellar region tumors.,"Qiao N, Zhang Q, Chen L, He W, Ma Z, Ye Z, He M, Zhang Z, Zhou X, Shen M, Shou X, Cao X, Wang Y, Zhao Y",2023 Jun,10.1016/j.thromres.2023.04.007 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Unusual cause of retroperitoneal hemorrhage: Acute deep vein thrombosis.,"Huh K, Ichiba T, Okazaki Y",2023 Apr,10.1016/j.jccase.2022.12.005 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging.,"Yang X, Yu P, Zhang H, Zhang R, Liu Y, Li H, Sun P, Liu X, Wu Y, Jia X, Duan J, Ji X, Yang Q",2023 May,10.1161/STROKEAHA.122.041520 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Self-reported skills and self-confidence in point-of-care ultrasound: a cross-sectional nationwide survey amongst Finnish emergency physicians.,"Hannula O, Hallberg V, Meuronen A, Suominen O, Rautiainen S, Palomaki A, Hyppola H, Vanninen R, Mattila K",2023 Mar 1,23
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),hrombolysis Through Punctured Coronary Balloon and 014 Wire Mediated Guitaring After IVC Filter Insertion in Iliofemoral Deep Vein Thrombosis.,rokiaraj MC,2023,003710
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Massive pulmonary thrombosis caused by a popliteal venous aneurysm: A case report.,"Narui S, Okabe T, Fujioka T, Ishigaki S, sumoto S, sukai Y, Kimura T, Shimazu S, Saito J, Oyama Y, Kido T, Igawa W, Ono M, Ebara S, Yamamoto MH, Isomura N, Ochiai M",2023 Feb,10.1016/j.jccase.2022.10.007 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Using machine learning to predict venous thromboembolism and major bleeding events following total joint arthroplasty.,"Shohat N, Ludwick L, Sherman MB, Fillingham Y, Parvizi J",2023 Feb 7,2197
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),maging the Cerebral Veins in Pediatric Patients: Beyond Dural Venous Sinus Thrombosis.,"Sarma A, Martin D, Pruthi S, Jones R, Little SB",2023 Feb,10.1148/rg.220129 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Developing and optimizing a machine learning predictive model for post-thrombotic syndrome in a longitudinal cohort of patients with proximal deep venousthrombosis.,"Wu Z, Li Y, Lei J, Qiu P, Liu H, Yang X, Chen T, Lu X",2023 May,10.1016/j.jvsv.2022.12.006 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),ntegrating machine learning predictions for perioperative risk management: Towards an empirical design of a flexible-standardized risk assessment tool.,"braham J, Bartek B, Meng A, Ryan King C, Xue B, Lu C, vidan MS",2023 Jan,10.1016/j.jbi.2022.104270 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Bridging vascular physiology to vascular medicine: an integrative laboratory class.,"Heinrich T, Bahring R, Larena-Avellaneda A, Querengasser J, Solbrig O, Ehmke H, Schwoerer AP",2023 Mar 1,10.1152/advan.00170.2022 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Subtype-specific plasma signatures of platelet-related protein releasate in acute pulmonary embolism.,"Baidildinova G, Ten Cate V, Nagler M, Panova-Noeva M, Rapp S, Kock T, Prochaska JH, Heitmeier S, Gerdes C, Schwers S, Konstantinides SV, Munzel T, Espinola-Klein C, Lackner KJ, Spronk HMN, Ten Cate H, van der Meijden PEJ, Leineweber K, Wild PS, Jurk K",2022 Dec,10.1016/j.thromres.2022.10.005 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning algorithm as a prognostic tool for venous thromboembolism in allogeneic transplant patients.,"Deng RX, Zhu XL, Zhang AB, He Y, Fu HX, Wang FR, Mo XD, Wang Y, Zhao XY, Zhang YY, Han W, Chen H, Chen Y, Yan CH, Wang JZ, Han TT, Chen YH, Chang YJ, Xu LP, Huang XJ, Zhang XH",2023 Jan,10.1016/j.jtct.2022.10.007 [doi]
deep learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Machine learning-based prediction of the post-thrombotic syndrome: Model development and validation study.,"Yu T, Shen R, You G, Lv L, Kang S, Wang X, Xu J, Zhu D, Xia Z, Zheng J, Huang K",2022,990788
reinforcement learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),HDC-Net: A hierarchical dilation convolutional network for retinal vessel segmentation.,"Hu X, Wang L, Cheng S, Li Y",2021,e0257013
reinforcement learning AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Comparison of an enhanced versus a written feedback model on the management of Medicare inpatients with venous thrombosis.,"Hayes R, Bratzler D, rmour B, Moore L, Murray C, Stevens BR, Radford M, Fitzgerald D, Elward K, Ballard DJ",2001 Mar,
reinforcement learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Optogenetic disruption of the prelimbic cortex alters long-term decision strategy but not valuation on a spatial delay discounting task.,"McLaughlin AE, Redish AD",2023 Apr,10.1016/j.nlm.2023.107734 [doi]
reinforcement learning AND venous thromboembolism AND (1980[PDAT] : 2023[PDAT]),Abdominoplasty in the Obese Patient: Risk versus Reward.,"Batac J, Hamade M, Hamade H, Glickman L",2019 Apr,10.1097/PRS.0000000000005413 [doi]
reinforcement learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),A case of decompression illness not responding to hyperbaric oxygen.,"Naqvi A, Clarence D",2018,29
reinforcement learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),Fibrinolysis in intermediate risk pulmonary embolism: too much risk for too little reward?,"Karmacharya P, Pathak R, ryal MR, Donato AA",2014 Oct 20,10.1016/j.ijcard.2014.07.178 [doi]
reinforcement learning AND pulmonary embolism AND (1980[PDAT] : 2023[PDAT]),wo-stage laparoscopic biliopancreatic diversion with duodenal switch as treatment of high-risk super-obese patients: analysis of complications.,"Silecchia G, Rizzello M, Casella G, Fioriti M, Soricelli E, Basso N",2009 May,10.1007/s00464-008-0113-8 [doi]
reinforcement learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),HDC-Net: A hierarchical dilation convolutional network for retinal vessel segmentation.,"Hu X, Wang L, Cheng S, Li Y",2021,e0257013
reinforcement learning AND deep vein thrombosis AND (1980[PDAT] : 2023[PDAT]),Comparison of an enhanced versus a written feedback model on the management of Medicare inpatients with venous thrombosis.,"Hayes R, Bratzler D, rmour B, Moore L, Murray C, Stevens BR, Radford M, Fitzgerald D, Elward K, Ballard DJ",2001 Mar,
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep Learning Algorithm Enables Cerebral Venous Thrombosis Detection With Routine Brain Magnetic Resonance Imaging.,"Yang X, Yu P, Zhang H, Zhang R, Liu Y, Li H, Sun P, Liu X, Wu Y, Jia X, Duan J, Ji X, Yang Q",2023 May,10.1161/STROKEAHA.122.041520 [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Deep learning-based classification of adequate sonographic images for self-diagnosing deep vein thrombosis.,"Nakayama Y, Sato M, Okamoto M, Kondo Y, Tamura M, Minagawa Y, chiyama M, Horii Y",2023,e0282747
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Classification of deep vein thrombosis stages using convolutional neural network of electromyogram with vibrotactile stimulation toward developing an earlydiagnostic tool: A preliminary study on a pig model.,"Kang JW, Kim KT, Park JW, Lee SJ",2023,e0281219
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Do artificial neural networks love sex? How the combination of artificial neural networks with evolutionary algorithms may help to identify gender influence inrheumatic diseases.,Grossi E,2023 Jan,10.55563/clinexprheumatol/vgl2nz [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial intelligence-based iliofemoral deep venous thrombosis detection using a clinical approach.,"Seo JW, Park S, Kim YJ, Hwang JH, Yu SH, Kim JH, Kim KG",2023 Jan 18,967
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Artificial Intelligence-Based Prediction of Lower Extremity Deep Vein Thrombosis Risk After Knee/Hip Arthroplasty.,"Wang X, Xi H, Geng X, Li Y, Zhao M, Li F, Li Z, Ji H, Tian H",2023 Jan-Dec,10760296221139263
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Hypermixed Convolutional Neural Network for Retinal Vein Occlusion Classification.,"Zhang G, Sun B, Zhang Z, Wu S, Zhuo G, Rong H, Liu Y, Yang W",2022,1730501
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Assessing retinal vein occlusion based on color fundus photographs using neural understanding network (NUN).,"Beeche C, Gezer NS, Iyer K, lmetwali O, Yu J, Zhang Y, Dhupar R, Leader JK, Pu J",2023 Jan,10.1002/mp.16012 [doi]
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Etiology of Macular Edema Defined by Deep Learning in Optical Coherence Tomography Scans.,"Padilla-Pantoja FD, Sanchez YD, Quijano-Nieto BA, Perdomo OJ, Gonzalez FA",2022 Sep 1,29
neural network AND venous thrombosis AND (1980[PDAT] : 2023[PDAT]),Development and validation of a predictive model for peripherally inserted central catheter-related thrombosis in breast cancer patients based on artificialneural network: A prospective cohort study.,"Fu J, Cai W, Zeng B, He L, Bao L, Lin Z, Lin F, Hu W, Lin L, Huang H, Zheng S, Chen L, Zhou W, Lin Y, Fu F",2022 Nov,10.1016/j.ijnurstu.2022.104341 [doi]
